video_id,author,date,comments,likeCount,is_reply
uDIKx8ozFfc,@KetoCarnivoreLifestyle,2024-03-08T19:15:25Z,There was a 20:1 stock split,0,TRUE
uDIKx8ozFfc,@jmchong,2022-12-24T14:51:56Z,"pls do an analysis on Tencent, thank you!",0,FALSE
uDIKx8ozFfc,@paulettepierre6758,2022-12-24T03:21:35Z,"I only have about 60 shares. Any gains in Amazon over the next decade I consider gravy on top of my dividend portfolio, Roth and 401k.",1,FALSE
uDIKx8ozFfc,@pg13543,2022-12-14T00:12:45Z,Why did Amazon drop under $100 per share now?,0,FALSE
uDIKx8ozFfc,@wolfkurt2301,2022-12-05T23:42:02Z,Amazon won’t make you retire but it did Jeff bezo lol 😂,0,FALSE
uDIKx8ozFfc,@ghost_D,2022-11-18T17:44:52Z,This guy retired already from YT . Darn I should have buy amzn when he told us,0,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-11-25T03:55:23Z,Been off due to health issues,0,TRUE
uDIKx8ozFfc,@flobba123,2022-11-04T10:28:24Z,i wonder if amazon will have a dividend in the 2030s,1,FALSE
uDIKx8ozFfc,@stansburyclarice4968,2022-09-05T00:42:48Z,"Nobody can become financially successful over night. They put in background work but we tend to see the finished part. Fear is a dangerous component, hindering us from taking bold steps we need in other to reach our goals",185,FALSE
uDIKx8ozFfc,@presley492,2022-09-05T00:44:07Z,"This is the problem! Most times people with little or no knowledge of the stock market try investing by themselves. It once happened to me, then I learned my lesson and contacted a US-based finance consultant by name *TERESA JENSEN WHITE* and everything changed. I started enjoying huge returns from my investment",0,TRUE
uDIKx8ozFfc,@terrallcoscarelli7002,2022-09-05T00:47:23Z,"Okay i just found her website very impressive and dropped a message for her.,. i hope she replies me",0,TRUE
uDIKx8ozFfc,@stansburyclarice4968,2022-09-05T00:47:46Z,Investment is that tiny line that separates the rich from the poor,0,TRUE
uDIKx8ozFfc,@luiskoogler7926,2022-09-05T00:48:11Z,"I just looked up this person out of curiosity, and surprisingly she seems proficient. I thought this was just some overrated BS, I appreciate this big big",0,TRUE
uDIKx8ozFfc,@wolfkurt2301,2022-12-05T23:39:44Z,"You are wrong people become successful overnight only smart people, just let you know lol 😂",0,TRUE
uDIKx8ozFfc,@jl.c.8673,2022-09-01T22:23:53Z,"Great video Nick. I enjoy your content.
Hope your channel grows bigger. Bet it requires a lot of effort to put these together.",1,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-09-01T23:46:28Z,"Thank you, it really does!",0,TRUE
uDIKx8ozFfc,@lynndahlen3422,2022-07-30T18:57:51Z,Definitely an optimistic video! May have to take a second look at Amazon stock now that it has dropped well below 3000 to 2000. Does this video take into consideration inflation and higher interest rates and possible recessions?,3,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-08-01T00:23:14Z,"A recession could impact the price target for sure, but assuming my assumptions for EPS growth are correct, this is where I believe the company should trade!",1,TRUE
uDIKx8ozFfc,@johnwhite5306,2023-07-07T22:39:43Z,Show me on Amazon stock history that it ever hit 3000 a share,1,TRUE
uDIKx8ozFfc,@rayfinkle9369,2023-10-29T12:08:37Z,@@johnwhite5306 It was almost 4k before the split.,0,TRUE
uDIKx8ozFfc,@first2fire276,2022-07-15T03:45:33Z,"People who think it’s going to be as easy as this are going to really regret it.  I wouldn’t put all my eggs in the stuff that has already ripped to high heavens. There are stocks in this market that have grown so much the last 15-20 years. And you can’t expect them to just infinitely grow. The bigger they get, the harder it will be for them to 2x, 3x, let alone 10x

Be safe. Best to you all.",5,FALSE
uDIKx8ozFfc,@stevenstevens6904,2022-11-19T00:28:15Z,Very true salute to u my friend 🫡🫡,0,TRUE
uDIKx8ozFfc,@ayshaw2007,2023-03-30T02:14:51Z,"Yea but that’s when the stock split happens , genius",2,TRUE
uDIKx8ozFfc,@first2fire276,2022-07-15T03:40:07Z,"Nobody is going to retire off of Amazon stock, they only make money from AWS, and there are possibilities of the companies being traded separately in the future, the government could force the breakup as they go after the large corps. Unions could also be really bad for them. The stock is already overpriced and running out of way to grow that actually make money. They are huge, it’s a lot to manage and it’s not a simple setup at all. I’ll be selling any rips AMZN has from now on. Unless something changes and they start making money in areas that are currently not profitable. Not saying it can’t make a new high. But it’s not going to 10x or anything",0,FALSE
uDIKx8ozFfc,@Daviirose3,2022-07-11T12:41:09Z,Can you do square,0,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-07-13T02:10:04Z,I'll do a bunch more stocks!,1,TRUE
uDIKx8ozFfc,@eddiecassel9324,2022-07-11T04:22:04Z,Can you work up QQQ and NIO thanks,0,FALSE
uDIKx8ozFfc,@brandon367011,2022-07-07T12:31:20Z,Damn 500k,0,FALSE
uDIKx8ozFfc,@TwitchRadio,2022-07-06T14:40:44Z,"😎👍, New sub, like your thesis on this. Keep up the good work ✌️😎👍",1,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-07-11T04:48:11Z,Cheers :),0,TRUE
uDIKx8ozFfc,@vunique3683,2022-06-30T13:37:02Z,"hello dear , would you be able to do a new update it s 3 month later now and i believe there was a split ( not too familiar with it) but so what is the difference now and has it changed for future value?thank you",1,FALSE
uDIKx8ozFfc,@jbee5209,2022-06-22T21:41:10Z,"I don’t have the financial acumen to dispute any of this, but isn’t it worth noting that one shouldn’t but all their eggs in one Amazon basket? Investing in index funds is still the safest way to prepare for retirement. So, investors should always look to offset risk from growth stocks with a healthy stake in Vanguard etal.",3,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-06-22T22:07:51Z,"Yep, ETFs are safest!",0,TRUE
uDIKx8ozFfc,@Razzzordback,2022-07-23T15:55:00Z,@@NickPeitsch etf are way more toxic actives and risky,0,TRUE
uDIKx8ozFfc,@JoeLisle,2023-11-14T17:42:56Z,Rather have all my eggs in one basket,0,TRUE
uDIKx8ozFfc,@varmi924,2022-06-16T17:15:36Z,I guess you didn't factor in the split,0,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-06-16T20:35:55Z,Yes I did -- watch my new video!,1,TRUE
uDIKx8ozFfc,@summer-np6fx,2022-06-16T02:19:42Z,Retirement video on shopify stock? Thanks!!,0,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-06-16T20:36:06Z,"Interesting idea, thanks!",0,TRUE
uDIKx8ozFfc,@peterswellnesschiropractic4068,2022-06-11T22:57:52Z,"Great video. 

Would love to see Google, Tesla, Meta, AAPL",1,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-06-12T18:28:49Z,Already did Tesla and Google!,0,TRUE
uDIKx8ozFfc,@RestaurantManager101,2022-06-07T13:48:32Z,I have roughly 300 shares to date,6,FALSE
uDIKx8ozFfc,@RestaurantManager101,2022-06-07T13:47:10Z,Do you have an updated video on this since the split and drop in stock earnings?,2,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-06-07T17:35:20Z,I will make an updated video!,3,TRUE
uDIKx8ozFfc,@RestaurantManager101,2022-06-07T13:46:03Z,"Hey definitely looking to retire on Amazon stock by 2035, even though I am 40 years old, I want to ensure my families taken care of for generations to come.",0,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-06-07T18:23:18Z,Awesome stock to buy then! Check out my Tesla retirement video too!,0,TRUE
uDIKx8ozFfc,@anselmud,2022-06-05T18:52:05Z,"Lol, two months after and these predictions on a 8 years time span are already totally worthless.
Looking forward to seeing the correction. ;)",0,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-06-05T19:29:03Z,"They aren't worthless at all! As discussed in the video, this is a long term prediction, not short term.",1,TRUE
uDIKx8ozFfc,@ab3314,2022-06-01T01:25:51Z,What about taxes?,0,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-06-04T01:15:33Z,Didn't include taxes in this analysis. It's all pre-tax.,0,TRUE
uDIKx8ozFfc,@pingo9105,2022-05-30T13:40:18Z,"This is the most useless video ever, you didn't consider inflation and the 30% drop in value since you made this video. Or even the fact that the market has been in a downtrend since November. Amazon has even been in a down trend July '21. Good work 🤣",0,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-05-30T22:19:29Z,Focus on the long term my friend!,0,TRUE
uDIKx8ozFfc,@navsofour2892,2022-05-16T02:27:31Z,Does this video need an updare already> stock price is 2200 now.,0,FALSE
uDIKx8ozFfc,@LivePastHealthy,2022-05-13T19:15:49Z,"Definitely retiring on amazon, Google, VTI, VUG and right now getting in on some netflix since it's under 200 per share with a high at 700.",2,FALSE
uDIKx8ozFfc,@ghost_D,2022-05-02T03:56:22Z,How is your amzn prediction coming along? 🤔,1,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-05-02T04:04:16Z,"Not sure, it's not 2030 yet!",2,TRUE
uDIKx8ozFfc,@ghost_D,2022-05-02T04:15:39Z,@@NickPeitsch get out when you can. Or short your portion of your portfolio just incase. Thank me later.,1,TRUE
uDIKx8ozFfc,@ghost_D,2022-05-05T18:57:16Z,@@NickPeitsch did you short amazon like I told you?  If you did kudos 👏,2,TRUE
uDIKx8ozFfc,@ghost_D,2022-05-17T23:45:29Z,@@NickPeitsch you mad at me bro?,0,TRUE
uDIKx8ozFfc,@kylerbarnes8020,2022-04-20T04:26:28Z,Tesla!🚀⚡,0,FALSE
uDIKx8ozFfc,@itzaddam9910,2022-04-15T16:00:18Z,I only have 16 shares of Amazon stock but it’s a start. Wish me luck 🍀,52,FALSE
uDIKx8ozFfc,@jnguyen8788,2022-06-15T23:22:08Z,Uhave way more now,3,TRUE
uDIKx8ozFfc,@glitchdata6580,2022-12-27T12:14:55Z,I feel useless. I just started trading and have 1,6,TRUE
uDIKx8ozFfc,@therealq2812,2023-01-08T02:39:42Z,​@@glitchdata6580 keep buying...buy 1 share everytime you spend money on Amazon...,3,TRUE
uDIKx8ozFfc,@Tixrok,2023-01-13T10:10:39Z,@@glitchdata6580 I'm at 20 so far,0,TRUE
uDIKx8ozFfc,@michaelburton7774,2023-03-07T08:23:58Z,Remember 1 is better then 0 champs 💪🏾💪🏾,7,TRUE
uDIKx8ozFfc,@demarcustriplett2582,2022-04-15T07:42:48Z,Is the analysis strictly for IRA accounts or can you make withdrawls from a regular brokerage account?,1,FALSE
uDIKx8ozFfc,@oscaralvarado2877,2022-04-11T23:29:04Z,Do apple next!,0,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-04-12T03:17:02Z,Coming soon!,0,TRUE
uDIKx8ozFfc,@johnsonwithat2322,2022-04-08T06:03:01Z,"I know a lot of these figures are just predictions, but as someone who primarily invests in dividend stocks and wants to look into investing into more growth stocks, this is a very informative video. Thanks man.",7,FALSE
uDIKx8ozFfc,@paulsantori8920,2022-03-31T01:17:59Z,"I want to start a position in Amazon or Google, but which one to choose? 🤦‍♂️",1,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-31T15:43:51Z,That’s a tough decision. I’d pick Amazon personally!,3,TRUE
uDIKx8ozFfc,@paulsantori8920,2022-03-31T23:05:25Z,"@@NickPeitsch sold my ATD, 46% profit and bought amazon. 👍",1,TRUE
uDIKx8ozFfc,@RandomVideosFirst,2022-06-05T07:08:43Z,"Both , Amazon has just split and Google will be in July",0,TRUE
uDIKx8ozFfc,@paulsantori8920,2022-06-05T14:12:39Z,"@@RandomVideosFirst prediction for next week, Amazon going up or down? 🤔",0,TRUE
uDIKx8ozFfc,@RandomVideosFirst,2022-06-05T14:15:59Z,@@paulsantori8920 I predict a bit of a dip at some point next week but I seriously don’t mind as it’s a long term one for me .,0,TRUE
uDIKx8ozFfc,@mattstevenson2425,2022-03-29T18:03:11Z,Would love to see your retire on tesla video,0,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-29T18:37:51Z,Coming soon!,0,TRUE
uDIKx8ozFfc,@yippie6862,2022-03-29T17:54:49Z,No one should ever retire on just one stock.,1,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-29T18:38:05Z,Agreed! This video was for entertainment only.,1,TRUE
uDIKx8ozFfc,@PeterK6502,2022-04-13T16:48:58Z,I have only 1 share :-),2,TRUE
uDIKx8ozFfc,@bmahoney1568,2022-03-26T21:25:39Z,Did you take your lessons from Tom Lee???,1,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-26T22:27:59Z,Not sure who that is!,0,TRUE
uDIKx8ozFfc,@wkteo5775,2022-03-21T09:50:04Z,"probably will do so the boring way, with Berkshire.  What are your thoughts ?",0,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-21T16:10:54Z,BRK is a solid investment longterm!,2,TRUE
uDIKx8ozFfc,@eh7599,2022-03-21T08:29:36Z,AMZN is grossly overvalued. AWS is the only part making money and other cloud companies are going to catch up soon.,0,FALSE
uDIKx8ozFfc,@truesoldier1212,2024-03-24T19:27:40Z,Bum,0,TRUE
uDIKx8ozFfc,@seylastravel5844,2022-03-21T06:23:08Z,Please do the same analysis for Google. Thanks,0,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-21T06:28:52Z,Working on it!,0,TRUE
uDIKx8ozFfc,@elaminmoore718,2022-03-20T20:48:27Z,"Well im 46 years old and single no kids at all right and I have one share with Amazon and GTE 14,000 SHARES THAT 2,1 QUADRILLION DOLLAR STOCK AND I CAN SAY I HAVE ALOT TO BE HAPPY WITH .MY NAME IS ELAMIN MOORE AND I HAVE NIECE AND NEPHEW GREAT NIECE AND NEPHEWS AND COUSIN AND BROTHER AND SISTER AND I HAVE CVS STOCKS 11 SHARES ,CXS 90 SHARES THAT ABOUT TO SPLIT AND I BEEN HOLDING ON .IAM BORN AND RAISED PHILADELPHIA PENNSYLVANIA AND I FEEL GOOD FOR MY AGE. MY BACKGROUND SPEAK FOR ITS SELF AND NUMBER ONE GOD IS GOOD GTEAT AND THANKFUL, GRATEFUL BLESSED AND I DON'T KNOW JUST DON'T WANTED NOBODY WITH KIDS AND I KNOW HOW THINGS ARE AND I DON'T WANTED FRIENDS CAUSE LIFE IS SOMETHING RIGHT AND NO AIDS OR HIV AND IAM NOT THE WORST PERSON AT ALL AND THINGS ARE WHST THEY ARE WELL IAM NOT COMPLAINING",1,FALSE
uDIKx8ozFfc,@farukhrandelia3456,2022-03-20T16:15:17Z,bank of america stock..for retirement..,0,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-20T19:16:39Z,Banks are solid companies to own for retirement!,0,TRUE
uDIKx8ozFfc,@wayneparkinson4558,2022-03-20T14:47:20Z,Thank for the tip unfortunately it's not set in reality just like every ponsy scheme and companies shares can go up or down depending on market conditions,3,FALSE
uDIKx8ozFfc,@davidisaackson2764,2022-03-20T00:09:59Z,"today if one buys 100 shares of AMZN
100 shares of APPLE and
100 shares of MSFT.......in 10 years you will have at least 1 million perhaps 2 million.",1,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-20T22:41:36Z,Most likely so!,0,TRUE
uDIKx8ozFfc,@poatalplace2285,2022-03-21T07:35:45Z,Is he already millionaire  if he can buy that many?,2,TRUE
uDIKx8ozFfc,@tombetty1313,2022-04-19T20:28:36Z,"100 shares of Amazon alone is $300,000. I hope in 10 years all those stocks are worth over $1,000,000. 😂😂😂😂😂😂",0,TRUE
uDIKx8ozFfc,@RandomVideosFirst,2022-06-05T07:10:30Z,"This is actually my plan , Amazon with the split it works and Google to next month",0,TRUE
uDIKx8ozFfc,@angelwilson563,2022-03-19T23:51:27Z,"My life has totally changed since I started an investment of $6,000 and now earning over $19,000.",5,FALSE
uDIKx8ozFfc,@vincentorlando6767,2022-03-19T20:22:22Z,"Good, analysis. I was factoring in by 2030 that Amazon stock would shoot back up after stock split to its current level of $3144 per share or more. So, assuming pe ratio of 73 at 2030, the same it is now pre-stock split",12,FALSE
uDIKx8ozFfc,@tomw485,2022-06-12T02:07:05Z,Why are you assuming a 73 PE ratio at 2030?  I think that’s absolutely absurd.  Their growth trajectory and size at that point won’t even come close to justifying a valuation like that.  15-20 is more like it.,0,TRUE
uDIKx8ozFfc,@danripley41,2022-03-19T19:54:58Z,Moderna and DNA stock analysis would be awesome.  Ty,0,FALSE
uDIKx8ozFfc,@jko1501,2022-03-19T19:43:31Z,"Wow. Having worked for AWS for over 5 years this concept scares the hell out of me.  Literally any moment the company could implode and you guys are gambling your futures on it. Holy crap. Please don't put more than 25% of your money on Amazon. Please.  For your sake. One example,    there resides a big red button only protected by Tupperware and secured by duct tape that shuts off the DWDM to the northern virginia hub lmao.",4,FALSE
uDIKx8ozFfc,@artiet2360,2022-03-19T19:35:50Z,Do one for tesla n Google please great videos,0,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-19T19:49:26Z,For sure!,1,TRUE
uDIKx8ozFfc,@artiet2360,2022-03-19T19:53:15Z,Thank you sir,0,TRUE
uDIKx8ozFfc,@darkman35,2022-03-19T11:15:58Z,Can you do Google next and more videos like this?,4,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-19T17:27:19Z,You betcha! 😁,2,TRUE
uDIKx8ozFfc,@xvx4848,2022-03-19T04:28:40Z,"Any amount of shares will make you ""retire"" yourself early when Amazon goes bankrupt. With their shrinking moat, extreme employee turnover, and horrible customer service they won't be around much longer. Don't believe me? One word: Sears.",0,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-19T05:50:25Z,"Haha but e-commerce is a growing industry in which Amazon is leading, while Sears was dying from debt…",0,TRUE
uDIKx8ozFfc,@arlynbrown7839,2022-03-19T02:08:50Z,I love your   Comments,0,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-19T02:11:10Z,Thanks nana 🙏,0,TRUE
uDIKx8ozFfc,@davidmyre965,2022-03-19T01:06:32Z,Would love to see this done on VTI or VOO,4,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-19T02:11:25Z,"Great idea, ETFs are a great way to retire",4,TRUE
uDIKx8ozFfc,@majoritygodfrey3917,2022-03-19T12:12:47Z,Join the channel on telegram,0,TRUE
uDIKx8ozFfc,@Darkknight-mm1iy,2022-03-19T01:01:16Z,"Great Video, That is some Solid Analysis!",0,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-19T02:10:57Z,Thank you!!,0,TRUE
uDIKx8ozFfc,@Spatoes,2022-03-18T21:21:19Z,Google please thank you,2,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-18T22:23:20Z,Will do!,1,TRUE
uDIKx8ozFfc,@Sirlance87,2022-03-30T18:38:49Z,I vote for this as well,1,TRUE
uDIKx8ozFfc,@markvanderlugt5041,2022-03-18T21:19:47Z,"Great video Nick! I was talking to my dad the other day about investing into the market and he’s not a guy that does it himself- he’s had some horrible advisors in the past. He has a new advisor now and it’s wild- I asked how many shares my dad has in such and such company and he said for Amazon that he’s got 17! Shares of it. Crazy lol 
I can barely afford 3 😂",9,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-18T22:23:49Z,No way haha that's ridiculous! I only have 4 😅,2,TRUE
uDIKx8ozFfc,@karynplumm878,2022-03-19T15:44:42Z,"Everything about Tesla is crazy! The battery life, the tail lights, the interior etc. Tesla stocks is the best of them all! I have always hoped to invest in Tesla stocks one day but the thought of doing so without enough knowledge of the stocks market makes the whole thing less attractive to me",2,TRUE
uDIKx8ozFfc,@24ever12,2022-03-19T15:50:31Z,@@karynplumm878 The fluidity of the market makes the help of an expert indispensable. It is never enough to just watch YouTube videos and decide to invest,1,TRUE
uDIKx8ozFfc,@karynplumm878,2022-03-19T15:55:01Z,@Tiny Alumbaugh That’s  sweet profit . Happy you bounced back! Please how do I get in touch with her? I mean Mrs Stacey,1,TRUE
uDIKx8ozFfc,@wildtxboy6083,2022-03-19T16:07:16Z,"@Tiny Alumbaugh Glad i come across this, Found her website and leave her a message. Thanks",1,TRUE
uDIKx8ozFfc,@dknisle1,2022-03-18T20:29:34Z,5100 a month is average? Damn. Makes me feel better. Ours is like 2500-3k,5,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-18T22:24:05Z,The lower the better 🙌,1,TRUE
uDIKx8ozFfc,@boboo2671,2022-03-18T18:34:52Z,Retiring on NFTs 🤑 Please don't screenshot tho,2,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-18T18:40:02Z,😂 more power to you my man!,0,TRUE
uDIKx8ozFfc,@PierceJPeterson,2022-03-18T18:18:36Z,Catch me retiring on VTI ahah great video man! I think Amazon is very well positioned for continued success,3,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-18T18:19:29Z,HAHA that's the safest option for sure! Thanks man,0,TRUE
uDIKx8ozFfc,@muddywatersbookshelf7758,2022-03-18T18:16:12Z,"Wow, really helpful!  Could you do a similar video for Google or Apple?",6,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-18T18:19:46Z,Yea I was thinking of doing it for Google 😊,7,TRUE
uDIKx8ozFfc,@hockeynutt9434,2022-03-18T17:55:53Z,So will Google keep up? These 2 stocks are my prime 2 out of my 18. Sink more into Amazon than Google in the future? I have been going 50/50 as of late.,1,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-18T17:59:18Z,"I can see more growth in Amazon, but Google is trading much cheaper! So really, it's up to you.",1,TRUE
uDIKx8ozFfc,@hockeynutt9434,2022-03-18T18:12:17Z,"@@NickPeitsch Whatever I do, the reverse will happen, so I better stick with what I am doing. Thanks for the Vlog. Never miss one",0,TRUE
uDIKx8ozFfc,@markvanderlugt5041,2022-03-18T21:21:41Z,Can’t go wrong with investing into either trillion dollar company.,0,TRUE
uDIKx8ozFfc,@connordutton674,2022-06-07T17:17:14Z,I've heard in the future Google will outpace Amazon's growth. They have overall  much more fcf and very little debt.,2,TRUE
uDIKx8ozFfc,@joannapatterson4625,2022-03-18T17:36:59Z,"I own Amazon, google, shopify, microsoft, apple. Will definitely continue buying more of everything.",7,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-18T17:37:49Z,"Awesome, that's the right mentality! Buys in this market go much farther too :)",3,TRUE
uDIKx8ozFfc,@CarissaGlow,2022-04-18T13:46:01Z,My faves too :) & Costco,0,TRUE
uDIKx8ozFfc,@ghost_D,2022-05-02T03:53:05Z,How is your investment now?,0,TRUE
uDIKx8ozFfc,@Nobody-dm2ol,2022-10-28T14:05:20Z,You must be having fun! 😂,0,TRUE
uDIKx8ozFfc,@InBetweenRounds,2023-11-26T13:29:32Z,Great shout on shopify,0,TRUE
uDIKx8ozFfc,@JustInvestToday,2022-03-18T17:36:58Z,Nick will retire by age 35 on shopify and amazon stock!,2,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-18T17:40:06Z,That's the master plan ;) and don't forget Tesla!,1,TRUE
uDIKx8ozFfc,@danbilzerian6988,2022-03-18T17:33:11Z,I hope the bull case comes true 👀,3,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-18T17:35:59Z,Me too 😂,1,TRUE
uDIKx8ozFfc,@pamlibey4581,2022-03-18T17:27:12Z,"Awesome analysis, Amazon is a solid stock with tons of upside!",5,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-18T17:27:54Z,Agreed!,0,TRUE
uDIKx8ozFfc,@MarkFarfan,2022-03-18T17:24:46Z,Great video! Thanks for the shoutout,5,FALSE
uDIKx8ozFfc,@bertlouis6082,2022-03-18T17:17:58Z,It would be a foolish notion to invest all your money in one stock. Entertaining video at best foolhardy at worst.,1,FALSE
uDIKx8ozFfc,@NickPeitsch,2022-03-18T17:18:40Z,"Agreed, it was just for entertainment purposes!",0,TRUE
uDIKx8ozFfc,@hockeynutt9434,2022-03-18T18:05:39Z,"I fully agree, but I do not think Nick said this should be your only stock. Could have come across like that for sure. Perhaps a ""warning"" at the end or beginning that putting your cash into one stock is not financially responsible. Still very interesting video.",0,TRUE
uDIKx8ozFfc,@sadekrahaman7498,2022-03-18T17:16:51Z,Hi Nick - Thanks so much for the nice analysis. Let us know your thoughts on BABA. Thank you.,4,FALSE
